232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,
255,255,255,255,255,255,255,212,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,
258,258,258,258,258,258,258,231,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,
209,209,209,209,209,210,258,231,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,
232,232,232,232,232,233,258,231,232,232,232,232,232,232,232,232,232,232,232,232,211,255,255,255,255,255,255,255,212,232,232,232,
232,232,232,232,232,233,258,231,232,232,232,232,232,232,232,232,232,232,232,232,233,258,258,258,258,258,258,258,231,232,232,232,
232,232,232,232,232,233,258,231,232,232,232,232,232,232,232,232,232,232,232,232,233,258,208,209,209,209,210,258,231,232,232,232,
232,232,232,232,232,233,258,254,255,255,255,255,255,212,232,232,232,232,232,232,233,258,231,232,232,232,233,258,231,232,232,232,
232,232,232,232,232,233,258,258,258,258,258,258,258,231,232,232,232,232,232,232,233,258,231,232,232,232,233,258,231,232,232,232,
232,232,232,232,232,234,209,209,209,209,209,210,258,231,232,232,232,232,232,232,233,258,231,232,232,232,233,258,231,232,232,232,
232,232,232,232,232,232,232,232,232,232,232,233,258,231,232,232,232,232,232,232,233,258,231,232,232,232,233,258,231,232,232,232,
232,232,232,232,232,232,232,232,232,232,232,233,258,231,232,232,232,232,232,232,233,258,231,232,232,232,233,258,231,232,232,232,
232,232,232,232,232,232,232,232,232,232,232,233,258,254,255,255,255,255,255,255,256,258,231,232,232,232,233,258,231,232,232,232,
232,232,232,232,232,232,232,232,232,232,232,233,258,258,258,258,258,258,258,258,258,258,231,232,232,232,233,258,231,232,232,232,
232,232,232,232,232,232,232,232,232,232,232,234,209,209,209,209,209,209,209,209,209,209,235,232,232,232,233,258,231,232,232,232,
232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,233,258,231,232,232,232,
232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,233,258,231,232,232,232,
232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,233,258,231,232,232,232
